&0.0&0.04&0.11&0.19&0.267&0.333&0.4&0.467&0.52&0.59&0.67&0.76&0.83&0.91&0.98
0&2020-02-23 03:35:01.864&2020-02-23 04:35:51.014&2020-03-06 22:28:01.912&2020-03-05 23:09:11.470&2020-03-04 23:45:16.933&2020-03-02 22:45:41.368&2020-03-01 23:06:34.544&2020-02-29 23:27:27.720&2020-02-28 23:28:04.512&2020-02-27 23:54:01.783&2020-02-25 23:14:42.602&2020-02-25 00:11:04.448&2020-02-24 00:37:01.719&2020-02-24 02:38:40.018&2020-02-24 04:25:06.030
1&2020-02-24 04:55:30.605&2020-03-08 23:22:33.381&2020-03-07 23:48:30.652&2020-03-07 00:29:40.211&2020-03-06 01:05:45.674&2020-03-04 00:06:10.109&2020-03-03 00:27:03.284&2020-03-02 00:47:56.460&2020-03-01 00:48:33.252&2020-02-29 01:14:30.524&2020-02-27 00:35:11.342&2020-02-26 01:31:33.188&2020-02-25 01:57:30.460&2020-02-25 03:59:08.759&2020-03-09 23:11:48.397
2&2020-03-08 22:21:44.231&2020-03-10 00:43:02.121&2020-03-09 01:08:59.393&2020-03-08 01:50:08.951&2020-03-07 02:26:14.414&2020-03-05 01:26:38.849&2020-03-04 01:47:32.025&2020-03-03 02:08:25.201&2020-03-02 02:09:01.993&2020-03-01 02:34:59.264&2020-02-28 01:55:40.083&2020-02-27 02:52:01.929&2020-02-26 03:17:59.200&2020-03-10 22:45:51.126&2020-03-11 00:32:17.137
3&2020-03-09 23:42:12.972&2020-03-11 02:03:30.862&2020-03-10 02:29:28.133&2020-03-09 03:10:37.692&2020-03-08 03:46:43.155&2020-03-06 02:47:07.590&2020-03-05 03:08:00.765&2020-03-04 03:28:53.941&2020-03-03 03:29:30.733&2020-03-02 03:55:28.005&2020-02-29 03:16:08.823&2020-02-28 04:12:30.669&2020-02-27 04:38:27.941&2020-03-12 00:06:19.866&2020-03-12 01:52:45.878
4&2020-03-11 01:02:41.712&2020-03-12 03:23:59.602&2020-03-11 03:49:56.874&2020-03-10 04:31:06.432&&2020-03-07 04:07:36.330&2020-03-06 04:28:29.506&2020-03-05 04:49:22.681&2020-03-04 04:49:59.474&&2020-03-01 04:36:37.563&2020-03-13 22:59:13.036&2020-03-11 22:04:41.567&2020-03-13 01:26:48.606&2020-03-13 03:13:14.618
5&2020-03-12 02:23:10.453&2020-03-13 04:44:28.343&&&&&&&&&2020-03-14 22:02:51.190&2020-03-15 00:19:41.776&2020-03-12 23:25:10.307&2020-03-14 02:47:17.347&2020-03-14 04:33:43.359
6&2020-03-13 03:43:39.193&&&&&&&&&&&&2020-03-14 00:45:39.048&2020-03-15 04:07:46.087&
7&&&&&&&&&&&&&2020-03-15 02:06:07.788&&
